,national_inv,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
160889,0.0,36.0,52.0,68.0,16.0,32.0,32.0,32.0,0,0.0,1.0,1.0,0,0,0,1,0,1
160932,13.0,29.0,61.0,102.0,12.0,29.0,73.0,95.0,0,0.0,0.96,0.96,0,0,0,1,0,1
161157,3.0,12.0,12.0,12.0,4.0,13.0,21.0,30.0,0,0.0,0.79,0.66,0,0,0,1,0,1
161250,3.0,6.0,12.0,17.0,1.0,2.0,2.0,2.0,0,0.0,0.75,0.81,1,0,0,1,0,1
161448,4.0,25.0,25.0,25.0,8.0,8.0,8.0,8.0,0,0.0,0.96,0.95,1,0,0,1,0,1
161593,24.0,96.0,192.0,288.0,24.0,63.0,117.0,208.0,0,0.0,0.75,0.72,0,0,0,1,0,1
161683,8.0,2.0,6.0,8.0,1.0,5.0,6.0,12.0,0,0.0,0.99,0.91,0,0,0,1,0,1
161690,0.0,20.0,27.0,27.0,0.0,0.0,0.0,0.0,0,0.0,0.69,0.69,1,0,0,1,0,1
161739,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0,1.0,0.8,0.82,0,0,1,1,0,1
161902,7.0,11.0,20.0,29.0,9.0,17.0,30.0,41.0,0,0.0,0.82,0.78,0,0,0,1,0,1
161976,0.0,12.0,19.0,33.0,4.0,7.0,8.0,13.0,0,0.0,0.68,0.64,0,0,1,1,0,1
161985,0.0,10.0,10.0,10.0,0.0,4.0,5.0,5.0,0,0.0,0.53,0.5,0,0,0,1,0,1
162062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,0,1,0,1
162478,0.0,2.0,4.0,5.0,1.0,3.0,5.0,5.0,0,0.0,1.0,1.0,0,0,0,1,0,1
162843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,1,0,0,1,0,1
163014,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,1,0,0,1,0,1
163095,1.0,19.0,29.0,34.0,4.0,6.0,20.0,33.0,0,0.0,0.05,0.13,0,0,0,1,0,1
163114,4.0,5.0,10.0,14.0,30.0,58.0,77.0,81.0,0,0.0,1.0,1.0,0,0,0,1,0,1
163385,5.0,37.0,55.0,79.0,6.0,19.0,25.0,32.0,0,0.0,0.0,0.02,1,0,0,1,0,1
163780,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,0,0.0,0.81,0.82,0,0,0,1,0,1
164161,0.0,40.0,64.0,100.0,13.0,38.0,69.0,76.0,0,6.0,0.91,0.93,0,0,1,1,0,1
164620,7.0,54.0,54.0,72.0,10.0,33.0,60.0,85.0,0,3.0,0.99,0.99,0,0,0,1,0,1
165037,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,0,0.0,0.97,0.93,0,0,0,1,0,1
165046,0.0,2133.0,4266.0,6399.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,0,1,0,1
165376,0.0,8.0,14.0,14.0,0.0,1.0,1.0,1.0,0,0.0,0.7,0.66,1,0,0,1,0,1
165813,2.0,1.0,3.0,5.0,1.0,3.0,3.0,7.0,0,0.0,0.56,0.46,0,0,0,1,0,1
166002,-1.0,30.0,48.0,75.0,13.0,35.0,67.0,97.0,0,0.0,0.51,0.41,0,0,0,1,0,1
166036,0.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0,0.0,0.23,0.26,1,0,1,1,0,1
166351,0.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,0,0.0,0.37,0.34,0,0,0,1,0,1
166382,24.0,77.0,137.0,212.0,9.0,15.0,32.0,69.0,0,0.0,0.4,0.6,0,0,0,1,0,1
166424,7.0,10.0,20.0,30.0,4.0,9.0,24.0,32.0,0,0.0,0.99,0.99,0,0,0,1,0,1
166578,0.0,2.0,2.0,2.0,6.0,8.0,8.0,8.0,0,0.0,0.68,0.66,1,0,0,1,0,1
166947,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0,0.0,0.82,0.87,0,0,0,1,0,1
166994,0.0,102.0,138.0,138.0,0.0,0.0,0.0,0.0,0,0.0,0.93,0.8,1,0,0,1,0,1
167491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.24,0.14,0,0,0,1,0,1
167521,0.0,18.0,24.0,30.0,3.0,8.0,18.0,24.0,0,1.0,0.07,0.21,0,0,0,1,0,1
167709,1.0,14.0,23.0,31.0,3.0,9.0,15.0,19.0,0,0.0,0.86,0.84,0,0,0,1,0,1
168011,2.0,10.0,10.0,10.0,0.0,0.0,2.0,5.0,0,0.0,0.0,0.0,0,0,0,1,0,1
168066,8.0,20.0,40.0,60.0,7.0,20.0,45.0,68.0,0,0.0,0.98,0.99,0,0,0,1,0,1
168088,6.0,40.0,88.0,136.0,20.0,45.0,76.0,84.0,0,0.0,0.87,0.75,0,0,0,1,0,1
168219,0.0,3.0,5.0,6.0,8.0,9.0,11.0,11.0,0,0.0,0.88,0.9,0,0,1,1,0,1
168248,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.82,0,0,0,1,0,1
168270,-2.0,176.0,265.0,356.0,54.0,147.0,268.0,351.0,0,14.0,0.82,0.75,0,0,1,1,0,1
168284,0.0,9.0,11.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.78,0,0,0,1,0,1
168430,5.0,12.0,24.0,24.0,7.0,13.0,18.0,28.0,0,0.0,0.98,0.98,0,0,0,1,0,1
168435,1.0,5.0,8.0,11.0,0.0,6.0,9.0,12.0,0,0.0,0.0,0.49,0,0,0,1,0,1
168524,16.0,20.0,30.0,40.0,15.0,27.0,37.0,77.0,0,0.0,0.92,0.93,0,0,0,1,0,1
168546,2.0,4.0,8.0,10.0,3.0,9.0,13.0,19.0,0,0.0,0.99,0.99,0,0,0,1,0,1
168635,0.0,10.0,10.0,10.0,5.0,7.0,7.0,9.0,0,0.0,0.17,0.33,0,0,0,1,0,1
168647,0.0,5.0,9.0,11.0,0.0,5.0,11.0,17.0,0,0.0,0.77,0.78,0,0,0,1,0,1
168654,0.0,8.0,11.0,15.0,4.0,8.0,9.0,17.0,0,0.0,0.84,0.92,0,0,0,1,0,1
168681,-33.0,63.0,93.0,108.0,90.0,99.0,128.0,138.0,0,0.0,0.87,0.9,0,0,0,1,0,1
168794,0.0,106.0,176.0,260.0,0.0,0.0,0.0,0.0,0,1.0,0.87,0.91,0,0,0,1,0,1
169107,2799.0,0.0,0.0,0.0,3503.0,8290.0,14745.0,24271.0,0,0.0,-99.0,-99.0,0,0,0,0,0,1
169130,0.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0,0.0,0.41,0.47,1,0,0,1,0,1
169395,4.0,0.0,0.0,0.0,15.0,15.0,16.0,16.0,0,0.0,0.85,0.83,0,0,0,1,0,1
169832,0.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,0,0.0,0.98,0.99,0,0,0,1,0,1
169896,0.0,7.0,10.0,14.0,0.0,3.0,8.0,9.0,1,0.0,0.98,0.98,0,0,0,1,0,1
169920,0.0,137.0,213.0,263.0,0.0,0.0,0.0,0.0,0,0.0,0.96,0.85,0,0,0,1,0,1
170138,18.0,100.0,200.0,250.0,21.0,57.0,94.0,170.0,0,0.0,1.0,0.99,0,0,0,1,0,1
170159,12.0,15.0,39.0,75.0,13.0,37.0,68.0,102.0,0,0.0,0.82,0.79,0,0,0,1,0,1
170395,0.0,24.0,36.0,54.0,7.0,17.0,22.0,37.0,0,0.0,0.78,0.74,0,0,0,1,0,1
170494,0.0,0.0,0.0,0.0,4.0,70.0,199.0,285.0,0,0.0,-99.0,-99.0,1,0,0,1,0,1
170549,6.0,89.0,149.0,204.0,37.0,94.0,155.0,226.0,0,0.0,1.0,1.0,0,0,0,1,0,1
170616,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0,0.0,0.0,0.0,0,0,0,1,0,1
170694,-3.0,13.0,28.0,28.0,4.0,11.0,14.0,20.0,0,0.0,0.61,0.62,1,0,1,1,0,1
171180,-51.0,0.0,0.0,0.0,35.0,146.0,285.0,424.0,0,0.0,-99.0,-99.0,0,0,1,0,0,1
171195,0.0,144.0,192.0,240.0,53.0,94.0,178.0,300.0,0,0.0,0.77,0.89,0,0,0,1,0,1
171423,3.0,10.0,17.0,24.0,3.0,10.0,14.0,20.0,0,0.0,1.0,0.99,0,0,0,1,0,1
171655,0.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.9,0.88,1,0,0,1,0,1
171935,-2.0,9.0,9.0,12.0,0.0,0.0,4.0,10.0,0,0.0,0.81,0.82,0,0,0,1,0,1
172104,0.0,27.0,27.0,37.0,6.0,10.0,11.0,14.0,0,0.0,0.68,0.66,0,0,0,1,0,1
172376,1.0,8.0,11.0,14.0,1.0,3.0,8.0,10.0,0,8.0,0.64,0.69,0,0,0,1,0,1
172536,0.0,8.0,11.0,17.0,1.0,3.0,10.0,13.0,0,0.0,0.78,0.78,0,0,0,1,0,1
172678,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0,0.0,0.86,0.69,0,0,0,1,0,1
172754,0.0,0.0,0.0,0.0,6.0,12.0,31.0,46.0,0,0.0,-99.0,-99.0,0,0,1,0,0,1
172887,0.0,16.0,36.0,46.0,11.0,17.0,23.0,37.0,0,0.0,0.99,0.99,0,0,0,1,0,1
173000,4.0,0.0,36.0,36.0,0.0,2.0,3.0,8.0,0,0.0,0.96,0.81,0,0,0,1,0,1
173073,51.0,3640.0,6240.0,9040.0,1040.0,3288.0,6467.0,9735.0,0,0.0,0.28,0.3,0,0,1,1,0,1
173080,9.0,29.0,55.0,100.0,13.0,39.0,82.0,105.0,0,0.0,0.37,0.4,0,0,0,1,0,1
173361,0.0,111.0,111.0,111.0,1.0,4.0,6.0,16.0,0,0.0,0.12,0.05,1,0,1,1,0,1
173385,3.0,6.0,6.0,12.0,5.0,11.0,25.0,28.0,0,0.0,0.92,0.95,0,0,0,1,0,1
173531,153.0,1263.0,2175.0,3087.0,231.0,809.0,1157.0,1159.0,0,36.0,0.63,0.72,0,0,0,1,0,1
173610,0.0,30.0,51.0,55.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.39,1,0,0,1,0,1
173744,4.0,43.0,67.0,115.0,5.0,22.0,40.0,58.0,0,0.0,0.69,0.68,0,0,0,1,0,1
173816,0.0,6.0,7.0,10.0,2.0,6.0,8.0,14.0,0,0.0,0.84,0.87,0,0,0,1,0,1
173931,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.17,0.33,1,0,0,1,0,1
173958,12.0,0.0,0.0,0.0,2.0,10.0,12.0,12.0,0,0.0,0.75,0.74,1,0,0,1,0,1
174014,3.0,5.0,10.0,15.0,6.0,14.0,18.0,18.0,0,0.0,0.67,0.62,1,0,0,1,0,1
174421,288.0,1173.0,1803.0,2478.0,226.0,655.0,1296.0,1991.0,0,45.0,0.97,0.94,0,0,0,1,0,1
174955,11.0,0.0,0.0,0.0,3.0,8.0,8.0,8.0,0,0.0,0.58,0.58,1,0,0,1,0,1
175016,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0,0.0,0.96,0.91,0,0,0,1,0,1
175192,0.0,3.0,4.0,6.0,3.0,3.0,7.0,9.0,0,0.0,0.99,0.98,0,0,0,1,0,1
175255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.78,0.78,0,0,0,1,0,1
175341,0.0,14.0,23.0,23.0,0.0,0.0,0.0,0.0,0,8.0,0.62,0.62,0,0,1,1,0,1
175503,0.0,17.0,24.0,38.0,2.0,15.0,18.0,21.0,0,0.0,0.62,0.73,0,0,0,1,0,1
175523,0.0,60.0,100.0,130.0,7.0,23.0,40.0,64.0,0,0.0,0.68,0.81,0,0,0,1,0,1
175670,0.0,0.0,5.0,5.0,1.0,1.0,2.0,8.0,0,0.0,-99.0,-99.0,1,0,0,1,0,1
176119,1.0,3.0,4.0,6.0,1.0,2.0,4.0,4.0,0,0.0,0.87,0.82,0,0,0,1,0,1
176135,0.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,0,0.0,0.78,0.78,0,0,0,1,0,1
176192,2.0,3.0,6.0,9.0,0.0,4.0,4.0,7.0,0,0.0,0.7,0.73,0,0,0,1,0,1
176286,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.99,1,0,1,1,0,1
176430,5.0,1.0,3.0,6.0,0.0,4.0,7.0,9.0,0,0.0,0.89,0.9,0,0,0,1,0,1
176651,1.0,20.0,20.0,20.0,2.0,12.0,19.0,26.0,0,0.0,0.25,0.15,0,0,0,1,0,1
177014,0.0,17.0,35.0,44.0,1.0,6.0,12.0,19.0,0,0.0,0.5,0.4,0,0,0,1,0,1
177123,6.0,0.0,2.0,5.0,0.0,1.0,4.0,6.0,0,0.0,0.84,0.86,0,0,0,1,0,1
177169,0.0,9.0,18.0,27.0,1.0,7.0,16.0,20.0,0,0.0,0.78,0.78,0,0,0,1,0,1
177415,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0,0.0,0.89,0.82,0,0,0,1,0,1
177758,0.0,107.0,125.0,143.0,0.0,0.0,0.0,0.0,0,2.0,0.91,0.93,0,0,0,1,0,1
178194,1.0,14.0,34.0,53.0,6.0,16.0,25.0,36.0,0,0.0,0.96,0.96,0,0,0,1,0,1
178391,-3.0,240.0,240.0,240.0,26.0,42.0,84.0,118.0,0,0.0,0.5,0.33,0,0,0,1,0,1
178513,22.0,479.0,845.0,989.0,19.0,119.0,354.0,563.0,0,15.0,0.98,0.93,0,0,0,1,0,1
178616,37.0,80.0,144.0,208.0,29.0,79.0,128.0,174.0,0,0.0,0.84,0.77,0,0,0,1,0,1
178809,0.0,332.0,584.0,831.0,0.0,0.0,0.0,0.0,0,0.0,0.69,0.69,0,0,1,1,0,1
178923,12.0,12.0,12.0,12.0,1.0,12.0,23.0,31.0,0,0.0,1.0,1.0,0,0,0,1,0,1
179391,0.0,207.0,207.0,207.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,1
179550,161.0,448.0,936.0,1444.0,162.0,567.0,1088.0,1561.0,0,0.0,0.63,0.72,0,0,0,1,0,1
179645,14.0,0.0,0.0,2.0,0.0,0.0,7.0,12.0,0,0.0,0.46,0.35,0,0,0,1,0,1
179660,4.0,20.0,30.0,42.0,9.0,19.0,40.0,60.0,0,2.0,0.24,0.47,0,0,0,1,0,1
179668,-1.0,0.0,0.0,0.0,8.0,19.0,52.0,65.0,0,0.0,-99.0,-99.0,0,0,0,0,0,1
179673,0.0,11.0,11.0,11.0,0.0,0.0,1.0,1.0,0,0.0,0.37,0.36,0,0,0,1,0,1
179809,1.0,10.0,10.0,10.0,2.0,2.0,3.0,3.0,0,0.0,0.98,0.98,1,0,0,1,0,1
180293,0.0,5.0,10.0,10.0,3.0,6.0,8.0,18.0,0,0.0,0.96,0.92,0,0,0,1,0,1
180371,-1.0,41.0,76.0,116.0,4.0,22.0,58.0,88.0,0,0.0,0.17,0.33,0,0,0,1,0,1
180508,5.0,5.0,5.0,10.0,1.0,3.0,5.0,8.0,0,0.0,0.99,0.99,0,0,0,1,0,1
180630,0.0,35.0,63.0,79.0,0.0,0.0,0.0,0.0,0,4.0,0.62,0.62,0,0,0,1,0,1
180858,17.0,60.0,120.0,140.0,14.0,57.0,98.0,139.0,0,0.0,0.64,0.64,0,0,0,1,0,1
180859,8.0,216.0,336.0,432.0,44.0,126.0,239.0,341.0,0,0.0,0.78,0.78,0,0,1,1,0,1
181112,-1.0,15.0,15.0,15.0,1.0,7.0,30.0,35.0,0,0.0,0.33,0.57,0,0,0,1,0,1
181152,-5.0,0.0,0.0,0.0,5.0,11.0,17.0,26.0,0,0.0,0.87,0.88,1,0,1,0,0,1
181511,0.0,22.0,32.0,32.0,0.0,1.0,1.0,1.0,0,0.0,0.96,0.9,0,0,0,1,0,1
181578,5.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,0,0.0,0.66,0.69,0,0,0,1,0,1
181636,1.0,2.0,3.0,4.0,5.0,7.0,10.0,15.0,0,0.0,0.86,0.92,0,0,0,1,0,1
181828,0.0,4.0,7.0,9.0,1.0,3.0,5.0,7.0,0,0.0,0.73,0.69,0,0,0,1,0,1
182013,15.0,32.0,76.0,116.0,12.0,58.0,82.0,148.0,0,0.0,0.45,0.57,0,0,0,1,0,1
182080,4.0,4.0,12.0,28.0,1.0,7.0,12.0,16.0,0,0.0,1.0,0.99,0,0,0,1,0,1
182139,5.0,48.0,70.0,103.0,12.0,28.0,52.0,78.0,0,0.0,0.92,0.84,0,0,0,1,0,1
182623,3.0,18.0,42.0,60.0,10.0,22.0,49.0,77.0,0,0.0,0.77,0.64,0,0,0,1,0,1
182773,-2.0,20.0,28.0,40.0,3.0,9.0,18.0,26.0,0,0.0,0.26,0.34,0,0,0,1,0,1
182808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,-99.0,0,0,1,1,0,1
182994,4.0,10.0,18.0,26.0,5.0,9.0,17.0,24.0,0,0.0,0.82,0.75,0,0,0,1,0,1
183004,1.0,6.0,13.0,15.0,0.0,4.0,7.0,10.0,0,0.0,1.0,0.81,0,0,0,1,0,1
183173,12.0,36.0,64.0,104.0,12.0,44.0,73.0,96.0,0,0.0,0.89,0.92,0,0,0,1,0,1
183464,2.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,0,0.0,0.99,0.97,0,0,0,1,0,1
183755,0.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.56,0.56,1,0,0,1,0,1
184133,0.0,24.0,30.0,36.0,10.0,19.0,25.0,42.0,0,0.0,0.99,0.98,0,0,0,1,0,1
184294,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.96,0.96,0,0,0,1,0,1
184391,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.92,0,0,0,1,0,1
184627,0.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,-99.0,0.14,1,0,0,1,0,1
184909,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.92,0.92,1,0,0,1,0,1
184983,59.0,238.0,468.0,698.0,61.0,173.0,262.0,325.0,0,0.0,0.73,0.69,1,0,0,1,0,1
185226,2.0,36.0,72.0,104.0,15.0,39.0,69.0,94.0,0,0.0,0.65,0.69,0,0,0,1,0,1
185472,1.0,30.0,30.0,30.0,1.0,12.0,33.0,41.0,0,0.0,0.48,0.39,0,0,1,1,0,1
185548,4.0,35.0,63.0,77.0,10.0,23.0,35.0,88.0,0,0.0,0.97,0.92,0,0,0,1,0,1
185627,0.0,7.0,12.0,18.0,1.0,5.0,5.0,5.0,0,0.0,1.0,0.99,0,0,0,1,0,1
185773,0.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0,0.0,0.36,0.44,0,0,0,1,0,1
185956,0.0,12.0,12.0,12.0,3.0,4.0,4.0,8.0,0,0.0,0.97,0.93,0,0,0,1,0,1
186022,0.0,9.0,13.0,19.0,1.0,5.0,6.0,10.0,0,0.0,0.78,0.78,0,0,0,1,0,1
186195,2.0,6.0,14.0,18.0,5.0,9.0,11.0,21.0,0,0.0,1.0,0.99,0,0,0,1,0,1
186221,0.0,6.0,9.0,12.0,0.0,0.0,0.0,0.0,0,2.0,0.96,0.96,0,0,0,1,0,1
186372,-2.0,18.0,30.0,44.0,7.0,17.0,26.0,32.0,0,0.0,0.79,0.66,0,0,0,1,0,1
186439,10.0,26.0,41.0,56.0,6.0,31.0,46.0,46.0,0,0.0,0.09,0.06,0,0,0,1,0,1
186594,19.0,42.0,63.0,63.0,7.0,8.0,14.0,14.0,0,0.0,0.23,0.23,1,0,0,1,0,1
186619,5.0,130.0,195.0,250.0,92.0,209.0,268.0,308.0,0,0.0,0.91,0.93,0,0,1,1,0,1
186723,0.0,5.0,9.0,11.0,3.0,5.0,7.0,12.0,0,0.0,0.98,0.97,0,0,0,1,0,1
186740,27.0,120.0,200.0,260.0,22.0,78.0,135.0,168.0,0,0.0,0.81,0.77,0,0,0,1,0,1
187427,-7.0,7.0,7.0,7.0,6.0,11.0,15.0,15.0,0,0.0,0.78,0.78,0,0,0,1,0,1
187434,5.0,14.0,22.0,32.0,9.0,33.0,51.0,51.0,0,0.0,0.13,0.09,0,0,0,1,0,1
187525,12.0,13.0,29.0,61.0,8.0,23.0,41.0,59.0,0,0.0,0.78,0.78,0,0,0,1,0,1
187536,75.0,747.0,1083.0,1323.0,165.0,493.0,899.0,1311.0,0,48.0,0.53,0.54,0,0,1,1,0,1
187643,0.0,12.0,19.0,26.0,6.0,9.0,15.0,20.0,0,0.0,0.99,0.88,0,0,0,1,0,1
187690,15.0,0.0,6.0,20.0,0.0,2.0,10.0,17.0,0,0.0,0.88,0.78,0,0,0,1,0,1
187881,2.0,20.0,28.0,38.0,9.0,36.0,51.0,65.0,0,0.0,0.99,0.9,0,0,0,1,0,1
188186,2.0,10.0,10.0,10.0,3.0,9.0,19.0,34.0,0,0.0,0.99,0.93,0,0,0,1,0,1
188232,6.0,24.0,24.0,36.0,7.0,17.0,33.0,51.0,0,0.0,0.72,0.72,0,0,0,1,0,1
188402,5.0,3.0,7.0,9.0,6.0,10.0,16.0,25.0,0,0.0,0.92,0.93,0,0,0,1,0,1
188518,6.0,24.0,40.0,64.0,11.0,21.0,44.0,65.0,0,0.0,1.0,0.92,0,0,0,1,0,1
188792,5.0,31.0,51.0,61.0,6.0,15.0,29.0,47.0,0,0.0,0.3,0.3,0,0,0,1,0,1
189013,80.0,0.0,0.0,0.0,3.0,13.0,17.0,21.0,0,0.0,0.85,0.8,1,0,0,1,0,1
189052,3.0,4.0,9.0,14.0,1.0,4.0,8.0,15.0,0,0.0,0.13,0.17,0,0,0,1,0,1
189126,2.0,20.0,20.0,40.0,3.0,7.0,19.0,33.0,0,0.0,0.12,0.1,1,0,1,1,0,1
189312,0.0,90.0,141.0,195.0,37.0,64.0,128.0,167.0,0,0.0,0.73,0.79,0,0,0,1,0,1
189335,1.0,14.0,21.0,28.0,5.0,11.0,14.0,25.0,0,0.0,0.92,0.92,0,0,0,1,0,1
189393,96.0,311.0,544.0,823.0,90.0,315.0,616.0,902.0,0,18.0,0.82,0.75,0,0,0,1,0,1
189804,0.0,22.0,44.0,44.0,9.0,20.0,29.0,38.0,0,0.0,1.0,1.0,0,0,0,1,0,1
190041,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.85,0.83,0,0,0,1,0,1
190151,0.0,39.0,64.0,89.0,9.0,30.0,57.0,97.0,0,0.0,0.42,0.36,0,0,0,1,0,1
190280,-1.0,42.0,63.0,91.0,8.0,28.0,45.0,56.0,0,0.0,0.78,0.78,0,0,1,1,0,1
190367,8.0,14.0,21.0,35.0,3.0,9.0,20.0,31.0,0,0.0,0.84,0.89,0,0,0,1,0,1
190656,0.0,3.0,5.0,6.0,1.0,2.0,3.0,3.0,0,0.0,0.96,0.97,0,0,0,1,0,1
190725,2.0,0.0,2.0,3.0,2.0,5.0,7.0,9.0,0,0.0,0.42,0.46,0,0,1,1,0,1
190772,0.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.79,0.66,1,0,0,1,0,1
190898,1.0,6.0,6.0,6.0,0.0,2.0,3.0,3.0,0,0.0,0.99,0.99,0,0,0,1,0,1
190937,0.0,5.0,8.0,11.0,2.0,5.0,6.0,7.0,0,0.0,0.97,0.97,0,0,0,1,0,1
191152,-26.0,418.0,697.0,979.0,110.0,323.0,595.0,854.0,0,14.0,0.69,0.69,0,0,0,1,0,1
191231,0.0,20.0,29.0,29.0,0.0,0.0,0.0,0.0,0,0.0,0.69,0.68,1,0,0,1,0,1
191343,14.0,300.0,450.0,600.0,73.0,111.0,147.0,150.0,0,0.0,0.53,0.52,1,0,0,1,0,1
191370,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.76,0.77,1,0,1,1,0,1
191435,0.0,14.0,21.0,28.0,9.0,19.0,24.0,36.0,0,0.0,0.98,0.96,0,0,0,1,0,1
191679,1.0,3.0,6.0,8.0,3.0,4.0,8.0,11.0,0,0.0,0.99,0.97,0,0,0,1,0,1
191737,65.0,29.0,29.0,29.0,10.0,25.0,55.0,91.0,0,0.0,1.0,0.99,0,0,0,0,0,1
191990,0.0,25.0,25.0,25.0,0.0,6.0,20.0,28.0,0,0.0,0.95,0.96,0,0,0,1,0,1
192453,0.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,0,0.0,0.68,0.66,0,0,0,1,0,1
192832,0.0,57.0,97.0,127.0,12.0,34.0,56.0,84.0,0,0.0,0.78,0.76,0,0,0,1,0,1
192940,0.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.53,0.54,1,0,0,1,0,1
193002,-43.0,421.0,705.0,979.0,66.0,325.0,594.0,835.0,0,0.0,0.73,0.69,0,0,0,1,0,1
193622,0.0,368.0,574.0,574.0,0.0,0.0,0.0,0.0,0,0.0,0.76,0.72,0,0,0,1,0,1
193679,3.0,19.0,28.0,46.0,2.0,9.0,16.0,27.0,0,0.0,0.15,0.34,0,0,0,1,0,1
193755,3.0,44.0,93.0,149.0,24.0,51.0,89.0,134.0,0,0.0,0.99,0.99,0,0,0,1,0,1
193799,15.0,112.0,112.0,224.0,14.0,39.0,72.0,143.0,0,0.0,0.84,0.86,0,0,1,1,0,1
193923,0.0,17.0,29.0,33.0,0.0,0.0,0.0,0.0,0,0.0,0.77,0.64,0,0,0,1,0,1
194034,0.0,26.0,44.0,66.0,16.0,39.0,59.0,78.0,0,0.0,0.95,0.96,0,0,0,1,0,1
194083,0.0,10.0,25.0,35.0,5.0,9.0,20.0,33.0,0,0.0,1.0,0.6,0,0,0,1,0,1
194342,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.63,0.72,0,0,0,1,0,1
194359,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0,0.0,0.78,0.75,1,0,0,1,0,1
194458,0.0,1104.0,1104.0,1104.0,0.0,0.0,0.0,0.0,1,0.0,0.7,0.46,0,0,0,1,0,1
194475,7.0,20.0,40.0,60.0,10.0,28.0,41.0,70.0,0,0.0,1.0,1.0,0,0,0,1,0,1
195049,2.0,3.0,6.0,9.0,3.0,4.0,7.0,7.0,0,0.0,0.86,0.88,0,0,0,1,0,1
195140,-4.0,15.0,19.0,20.0,3.0,7.0,12.0,24.0,0,0.0,0.73,0.73,0,0,0,1,0,1
195273,15.0,201.0,357.0,519.0,27.0,105.0,220.0,314.0,0,6.0,0.83,0.66,0,0,1,1,0,1
195351,0.0,31.0,49.0,61.0,0.0,2.0,4.0,7.0,0,0.0,-99.0,-99.0,0,0,0,1,0,1
195638,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0.0,0.79,0.78,0,0,0,1,0,1
195912,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.25,0.31,1,0,0,1,0,1
195980,3.0,21.0,33.0,49.0,5.0,18.0,40.0,56.0,0,1.0,0.7,0.66,0,0,0,1,0,1
196094,5.0,50.0,50.0,50.0,4.0,19.0,38.0,46.0,0,0.0,0.99,0.99,0,0,0,1,0,1
196203,4.0,6.0,11.0,16.0,3.0,15.0,23.0,29.0,0,0.0,0.57,0.74,0,0,0,1,0,1
